,depth,qt,fs
0,0.100584,2097.1553433459,19.1521035922
1,0.149352,2585.533984947,38.3042071844
2,0.201168,4931.6666749915,47.8802589805
3,0.249936,5247.6763842628,28.728155388300003
4,0.298704,3658.0517861102,19.1521035922
5,0.35052,3093.0647301403,19.1521035922
6,0.399288,3495.2589055765,28.728155388300003
7,0.451104,4596.504862128,38.3042071844
8,0.499872,5266.828487855,38.3042071844
9,0.54864,4902.9385196032,38.3042071844
10,0.600456,4242.190945672301,57.456310776600006
11,0.649224,3562.2912681492003,57.456310776600006
12,0.70104,3677.2038897024,57.456310776600006
13,0.749808,2949.4239531988,38.3042071844
14,0.7985760000000001,2901.5436942183005,38.3042071844
15,0.850392,3227.1294552857003,38.3042071844
16,0.8991600000000001,3006.8802639754,47.8802589805
17,0.950976,3696.355993294601,57.456310776600006
18,0.999744,4874.2103642149,57.456310776600006
19,1.05156,4404.983826206,47.8802589805
20,1.100328,4194.3106866918,47.8802589805
21,1.149096,3954.9093917893,38.3042071844
22,1.200912,3581.4433717414,28.728155388300003
23,1.24968,3342.0420768389,28.728155388300003
24,1.301496,3236.7055070818,28.728155388300003
25,1.350264,3313.3139214506,19.1521035922
26,1.399032,3265.4336624701004,28.728155388300003
27,1.450848,3131.3689373247003,28.728155388300003
28,1.499616,2844.0873834417,28.728155388300003
29,1.551432,2662.1423993158,28.728155388300003
30,1.6002,2556.8058295587,28.728155388300003
31,1.6489680000000002,2633.4142439275,28.728155388300003
32,1.700784,2939.8479014027,28.728155388300003
33,1.7495520000000002,3495.2589055765,28.728155388300003
34,1.801368,4088.9741169347,28.728155388300003
35,1.850136,4318.7993600411,38.3042071844
36,1.898904,4366.679619021601,38.3042071844
37,1.95072,4548.6246031475,47.8802589805
38,1.999488,4749.7216908656,47.8802589805
39,2.051304,5008.2750893603,57.456310776600006
40,2.100072,5391.3171612043,57.456310776600006
41,2.14884,5841.391595621,57.456310776600006
42,2.200656,6607.475739309,47.8802589805
43,2.249424,7201.190950667201,38.3042071844
44,2.30124,7057.550173725701,38.3042071844
45,2.3500080000000003,6339.3462890182,38.3042071844
46,2.398776,5649.870559699,38.3042071844
47,2.450592,4855.058260622701,38.3042071844
48,2.49936,3523.9870609648,47.8802589805
49,2.551176,2537.6537259665,47.8802589805
50,2.599944,2231.2200684913,38.3042071844
51,2.648712,2786.6310726651004,28.728155388300003
52,2.700528,2250.3721720835,28.728155388300003
53,2.749296,1455.5598730072,28.728155388300003
54,2.801112,938.4530760178002,19.1521035922
55,2.84988,651.1715221348001,19.1521035922
56,2.898648,584.1391595621001,19.1521035922
57,2.950464,593.7152113582,19.1521035922
58,2.999232,526.6828487855,9.5760517961
59,3.051048,469.2265380089001,9.5760517961
60,3.099816,430.9223308245,9.5760517961
61,3.151632,430.9223308245,9.5760517961
62,3.2004,440.4983826206,9.5760517961
63,3.249168,450.07443441670006,9.5760517961
64,3.300984,440.4983826206,9.5760517961
65,3.349752,430.9223308245,19.1521035922
66,3.401568,564.9870559699001,19.1521035922
67,3.450336,1043.7896457749,19.1521035922
68,3.4991040000000004,1235.3106816969002,28.728155388300003
69,3.55092,1043.7896457749,28.728155388300003
70,3.5996880000000004,1378.9514586384005,19.1521035922
71,3.651504000000001,2690.8705547041004,9.5760517961
72,3.700272,3227.1294552857003,9.5760517961
73,3.74904,3552.7152163531005,9.5760517961
74,3.800856000000001,3399.4983876155,9.5760517961
75,3.849624,2748.3268654807,19.1521035922
76,3.901440000000001,2384.4368972289,9.5760517961
77,3.950208,2575.9579331509,19.1521035922
78,3.998976,2078.0032397537,28.728155388300003
79,4.050792,1417.2556658228002,28.728155388300003
80,4.09956,1005.4854385905,28.728155388300003
81,4.151376,746.9320400958001,19.1521035922
82,4.200144,1513.0161837838,19.1521035922
83,4.248912,4088.9741169347,28.728155388300003
84,4.300728,5630.718456106801,28.728155388300003
85,4.349496,6023.3365797469,28.728155388300003
86,4.401312,6597.8996875129005,28.728155388300003
87,4.45008,7747.025903044901,38.3042071844
88,4.498848,8206.676389257702,38.3042071844
89,4.550664,7593.8090743073,38.3042071844
90,4.599432,7344.831727608701,38.3042071844
91,4.651248,6760.692568046599,38.3042071844
92,4.700016000000001,5640.2945079029005,47.8802589805
93,4.748784000000001,4098.550168730801,57.456310776600006
94,4.8006,2154.6116541225,57.456310776600006
95,4.849368,1503.4401319877,38.3042071844
96,4.901184,1378.9514586384005,28.728155388300003
97,4.949952,1225.7346299008,19.1521035922
98,4.99872,756.5080918919,19.1521035922
99,5.050536,699.0517811153,19.1521035922
100,5.099304,1331.0711996579,19.1521035922
101,5.15112,1359.7993550462,19.1521035922
102,5.199888,1062.9417493671,9.5760517961
103,5.251704,670.323625727,9.5760517961
104,5.300472,478.802589805,9.5760517961
105,5.349240000000001,450.07443441670006,9.5760517961
106,5.401056,497.95469339720006,9.5760517961
107,5.449824,469.2265380089001,9.5760517961
108,5.50164,402.19417543620006,9.5760517961
109,5.550408000000001,507.5307451933,9.5760517961
110,5.800344000000001,258.55339849470005,9.5760517961
111,5.849112000000001,354.31391645570005,9.5760517961
112,5.900928,526.6828487855,19.1521035922
113,5.949696,909.7249206295,57.456310776600006
114,6.001512000000001,1407.6796140267002,124.48867334930002
115,6.050280000000001,2336.5566382484003,143.6407769415
116,6.099048000000001,5209.3721770784005,258.55339849470005
117,6.150864,7565.080918919,344.73786465960006
118,6.199632,13511.8090842971,316.0097092713
119,6.251448000000001,29139.925615532306,373.4660200479
120,6.300216000000001,27770.55020869,392.6181236401
121,6.348984,29494.239531988,287.281553883
122,6.4008,23183.6213983581,258.55339849470005
123,6.449568,19937.3398394802,95.760517961
124,6.501384,17495.4466314747,86.18446616490002
125,6.550152,15139.7378896341,57.456310776600006
126,6.59892,14009.7637776943,57.456310776600006
127,6.650736,14153.404554635805,95.760517961
128,6.699504,11807.2718645913,67.0323625727
129,6.75132,11845.576071775702,47.8802589805
130,6.800088,11022.0356173111,57.456310776600006
131,6.848856,11031.611669107202,76.6084143688
132,6.900672,11931.7605379406,76.6084143688
133,6.949440000000001,17016.6440416697,114.9126215532
134,7.001256,21392.899712487404,172.36893232980003
135,7.050024,19908.611684091906,105.3365697571
136,7.10184,21402.475764283503,162.7928805337
137,7.150608000000001,23068.7087768049,277.7055020869
138,7.199376000000001,25405.265415053305,363.8899682518
139,7.251192,32501.1197959634,316.0097092713
140,7.29996,29551.69584276461,220.2491913103
141,7.351776000000001,26171.3495587413,210.6731395142
142,7.400544000000001,22676.090653164803,210.6731395142
143,7.449312000000001,20320.381911324203,229.8252431064
144,7.501128,18788.2136239482,210.6731395142
145,7.549896,19678.786440985503,296.8576056791
146,7.601712000000001,22781.427222921902,354.31391645570005
147,7.650480000000001,16375.048571331,239.4012949025
148,7.699248000000001,16509.1132964764,153.2168287376
149,7.751064,18682.8770541911,153.2168287376
150,7.799832,20023.5243056451,181.9449841259
151,7.851648000000001,18328.5631377354,191.521035922
152,7.900416000000001,17447.566372494202,316.0097092713
153,7.949184,19065.9191260351,277.7055020869
154,8.001000000000001,22800.5793265141,402.19417543620006
155,8.049768,26765.064770099503,469.2265380089001
156,8.101583999999999,13511.8090842971,402.19417543620006
157,8.150352,9461.1391745468,373.4660200479
158,8.19912,7440.592245569701,287.281553883
159,8.250936000000001,7306.5275204243,316.0097092713
160,8.299704,7191.614898871099,316.0097092713
161,8.35152,7182.038847075,335.1618128635
162,8.400288,7038.3980701335,363.8899682518
163,8.449056,7239.4951578516,402.19417543620006
164,8.500872000000001,8340.7411144031,392.6181236401
165,8.54964,7967.275094355201,430.9223308245
166,8.601456,7325.6796240165,411.7702272323
167,8.650224,8101.3398195006,363.8899682518
168,8.698992,7067.126225521801,306.4336574752
169,8.750808000000001,5994.6084243586,287.281553883
170,8.799576,5132.7637627096,248.97734669860003
171,8.851392,4481.5922405748,268.1294502908
172,8.90016,4404.983826206,287.281553883
173,8.948928,5065.7314001369,296.8576056791
174,9.000744000000001,5496.6537309614005,296.8576056791
175,9.049512,5285.980591447201,296.8576056791
176,9.101328,5429.621368388701,258.55339849470005
177,9.150096,5487.077679165301,229.8252431064
178,9.201912,5065.7314001369,239.4012949025
179,9.25068,4606.0809139241,258.55339849470005
180,9.299448000000002,5458.349523777,277.7055020869
181,9.351264,5544.5339899419005,335.1618128635
182,9.400032,6827.7249306193,392.6181236401
183,9.451848000000002,9183.4336724599,507.5307451933
184,9.500616,12113.7055220665,603.2912631543
185,9.549384,12640.388370852,612.8673149504
186,9.6012,11491.26215532,622.4433667465
187,9.649968,13281.9838411907,641.5954703387
188,9.701784,15427.0194435171,708.6278329114001
189,9.750552,13578.841446869805,497.95469339720006
190,9.79932,8781.239497023702,296.8576056791
191,9.851136,5908.4239581937,258.55339849470005
192,9.899904,4912.5145713993,239.4012949025
193,9.95172,5017.8511411564,210.6731395142
194,10.000488,4912.5145713993,181.9449841259
195,10.049256,4539.0485513514,201.09708771810003
196,10.101072,4318.7993600411,248.97734669860003
197,10.14984,4835.9061570305,268.1294502908
198,10.201656,5343.436902223801,248.97734669860003
199,10.250424,5180.6440216901,172.36893232980003
200,10.299192,4855.058260622701,162.7928805337
201,10.351008,4021.941754362,143.6407769415
202,10.399776,3887.877029216601,153.2168287376
203,10.451592,3897.4530810127007,220.2491913103
204,10.50036,4002.7896507698,325.58576106740003
205,10.549128,4634.8090693124,402.19417543620006
206,10.600944,7440.592245569701,430.9223308245
207,10.649712,8331.165062607,373.4660200479
208,10.701528,7201.190950667201,239.4012949025
209,10.750296000000002,5707.3268704756,153.2168287376
210,10.799064,4864.6343124188,201.09708771810003
211,10.850880000000002,3916.6051846049,248.97734669860003
212,10.899648,5190.2200734862,296.8576056791
213,10.951464,6435.106806979201,258.55339849470005
214,11.000232000000002,6224.433667465,277.7055020869
215,11.052048,5487.077679165301,220.2491913103
216,11.100816000000002,5927.5760617859005,191.521035922
217,11.149584,4759.2977426617,191.521035922
218,11.2014,4242.190945672301,153.2168287376
219,11.250168,4261.3430492645,134.0647251454
220,11.301984,3983.637547177601,134.0647251454
221,11.350752000000002,3571.8673199453,153.2168287376
222,11.39952,3715.5080968868,220.2491913103
223,11.451336,4596.504862128,450.07443441670006
224,11.500104,6454.2589105714005,622.4433667465
225,11.55192,8273.708751830402,775.6601954841001
226,11.600688000000002,12659.540474444198,833.1165062607
227,11.649456,15168.4660450224,861.844661649
228,11.701272,17677.3916156006,871.4207134451
229,11.75004,19554.2977676362,852.2686098529001
230,11.801856,19784.1230107426,775.6601954841001
231,11.850624000000002,19937.3398394802,670.323625727
232,11.899392,20693.8479313721,574.563107766
233,11.951208,16250.5598979817,545.8349523777001
234,11.999976,9652.6602104688,363.8899682518
235,12.051792,6645.779946493401,383.042071844
236,12.100560000000002,4653.961172904601,402.19417543620006
237,12.149328,6090.368942319601,383.042071844
238,12.201144,10198.4951628465,373.4660200479
239,12.249912,18309.4110341432,248.97734669860003
240,12.301728,19372.3527835103,220.2491913103
241,12.350496,14890.7605429355,335.1618128635
242,12.399264,9834.6051945947,363.8899682518
243,12.45108,5937.152113582,296.8576056791
244,12.499848,4826.3301052344,316.0097092713
245,12.551664,4874.2103642149,296.8576056791
246,12.600432,9327.074449401402,258.55339849470005
247,12.6492,10629.417493671,162.7928805337
248,12.701016,5324.2847986316,134.0647251454
249,12.749784,3466.5307501882007,153.2168287376
250,12.8016,3629.3236307219,162.7928805337
251,12.850368,4424.135929798201,268.1294502908
252,12.899136,7249.071209647701,354.31391645570005
253,12.950952,12152.009729250902,383.042071844
254,12.99972,11519.9903107083,335.1618128635
255,13.051536,8426.925580568,411.7702272323
256,13.100304,8101.3398195006,421.3462790284
257,13.15212,7450.1682973658,344.73786465960006
258,13.200888,5161.4919180979,306.4336574752
259,13.249656,4519.896447759201,354.31391645570005
260,13.301472,7727.8737994527,392.6181236401
261,13.35024,5898.8479063976,517.1067969894001
262,13.402056,9269.6181386248,593.7152113582
263,13.450824,8848.271859596402,536.2589005816
264,13.499592,7076.7022773179015,440.4983826206
265,13.551408,8053.4595605201,402.19417543620006
266,13.600176,10706.0259080398,363.8899682518
267,13.651992,12927.669924735,306.4336574752
268,13.70076,14076.796140267,248.97734669860003
269,13.749528,13942.7314151216,229.8252431064
270,13.801344,12324.378661580698,239.4012949025
271,13.850112,11223.1327050292,277.7055020869
272,13.901928,10763.482218816402,383.042071844
273,13.950696000000002,10322.9838361958,440.4983826206
274,13.999464,9441.9870709546,354.31391645570005
275,14.051280000000002,5985.0323725625,277.7055020869
276,14.100048,4558.2006549436,268.1294502908
277,14.151864,4912.5145713993,277.7055020869
278,14.200632000000002,5707.3268704756,316.0097092713
279,14.2494,9872.9094017791,344.73786465960006
280,14.301216000000002,7996.0032497435,277.7055020869
281,14.349984,4998.699037564201,220.2491913103
282,14.4018,3945.3333399932,201.09708771810003
283,14.450568,3705.9320450907,172.36893232980003
284,14.499336,3332.4660250428,153.2168287376
285,14.551152000000002,2528.0776741704,134.0647251454
286,14.59992,2317.4045346562,114.9126215532
287,14.651736,2240.7961202874,114.9126215532
288,14.700504,2279.1003274718,105.3365697571
289,14.749272,2164.1877059186,105.3365697571
290,14.801088000000002,2164.1877059186,105.3365697571
291,14.849856,2154.6116541225,105.3365697571
292,14.901672,2030.1229807732,105.3365697571
293,14.95044,1972.6666699966,114.9126215532
294,15.002256,2145.0356023264,114.9126215532
295,15.051024000000002,2212.0679648991004,114.9126215532
296,15.099792,2010.970877181,124.48867334930002
297,15.151608,1943.9385146083,105.3365697571
298,15.200376,2020.5469289771,162.7928805337
299,15.252192,2968.576056791,239.4012949025
